VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,06/28/2019 07:07:53 PM,06/28/2019 07:38:18 PM,1,6.2,1,N,79,61,2,24,0.5,0.5,0,0,0.3,25.3
2,09/09/2019 09:44:31 AM,09/09/2019 09:50:15 AM,1,0.94,1,N,211,113,2,5.5,0,0.5,0,0,0.3,6.3
2,09/09/2019 09:44:31 AM,09/09/2019 09:50:15 AM,1,0.94,1,N,211,113,2,5.5,0,0.5,0,0,0.3,6.3
2,09/09/2019 10:19:44 AM,09/09/2019 10:31:26 AM,1,0.93,1,N,162,170,1,8.5,0,0.5,1,0,0.3,10.3
2,09/09/2019 10:19:44 AM,09/09/2019 10:31:26 AM,1,0.93,1,N,162,170,1,8.5,0,0.5,1,0,0.3,10.3
2,09/09/2019 10:42:03 AM,09/09/2019 10:53:56 AM,1,1.96,1,N,237,236,1,9.5,0,0.5,2.06,0,0.3,12.36
2,09/09/2019 10:42:03 AM,09/09/2019 10:53:56 AM,1,1.96,1,N,237,236,1,9.5,0,0.5,2.06,0,0.3,12.36
2,09/09/2019 11:07:13 AM,09/09/2019 11:26:59 AM,1,2.3,1,N,43,170,2,13.5,0,0.5,0,0,0.3,14.3
2,09/09/2019 11:07:13 AM,09/09/2019 11:26:59 AM,1,2.3,1,N,43,170,2,13.5,0,0.5,0,0,0.3,14.3
2,09/09/2019 11:33:53 AM,09/09/2019 03:10:50 PM,1,1.1,1,N,162,141,1,8,0,0.5,1.2,0,0.3,10
2,09/09/2019 11:33:53 AM,09/09/2019 03:10:50 PM,1,1.1,1,N,162,141,1,8,0,0.5,1.2,0,0.3,10
2,11/20/2019 10:10:22 PM,11/20/2019 10:28:11 PM,5,4.32,1,N,264,264,1,16,0.5,0.5,1.7,0,0.3,19
2,11/21/2019 01:53:19 AM,11/21/2019 02:18:39 AM,5,9.44,1,N,264,264,2,31,0.5,0.5,0,0,0.3,32.3
2,11/21/2019 02:58:53 AM,11/21/2019 03:05:19 AM,5,1.13,1,N,264,264,1,6.5,0.5,0.5,0,0,0.3,7.8
2,11/21/2019 03:32:56 AM,11/21/2019 03:36:02 AM,5,0.78,1,N,264,264,1,4.5,0.5,0.5,0,0,0.3,5.8
2,11/21/2019 03:48:17 AM,11/21/2019 03:55:07 AM,5,1.6,1,N,264,264,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,11/21/2019 04:51:09 AM,11/21/2019 04:54:11 AM,1,0,5,N,264,264,2,96,0,0,0,0,0.3,96.3
